"pred_day","GRP1","GRP2","ophi_A_1up_cnt","ophi_A_1up_avg","ophi_B_2_4up_cnt","ophi_B_2_4up_avg","ophi_C_5_7up_cnt","ophi_C_5_7up_avg","ophi_D_8_12up_cnt","ophi_D_8_12up_avg","opcl_A_1up_cnt","opcl_A_1up_avg","opcl_B_2_4up_cnt","opcl_B_2_4up_avg","opcl_C_5_7up_cnt","opcl_C_5_7up_avg","opcl_D_8_12up_cnt","opcl_D_8_12up_avg","oplw_A_1up_cnt","oplw_A_1up_avg","oplw_B_2_4up_cnt","oplw_B_2_4up_avg","oplw_C_5_7up_cnt","oplw_C_5_7up_avg","oplw_D_8_12up_cnt","oplw_D_8_12up_avg"
"05-09 Day","RE_RANK","Z21~all",87.8,1.1,82.9,3.1,73.5,2.8,NA,NA,25.4,-0.7,58,1.3,53.6,1,NA,NA,0,-1.6,11.6,-2.5,39.8,-0.5,NA,NA
"05-09 Day","RE_RANK_UP","A1_5",80,0.8,60,1.1,60,1.1,NA,NA,20,-1.4,60,0.5,40,-0.1,NA,NA,0,-2,0,-2.3,20,-0.9,NA,NA
"05-09 Day","RE_RANK_UP","B6_10",100,0.9,80,2.2,100,2.3,NA,NA,0,-1.3,60,1.5,60,0.7,NA,NA,0,-1.6,0,-1.8,40,0,NA,NA
"05-09 Day","RE_RANK_UP","C11_15",60,0.4,60,2.7,40,2.1,NA,NA,0,-1.4,20,1.1,20,0.7,NA,NA,0,-2.1,0,-3.2,20,-0.7,NA,NA
"05-09 Day","RE_RANK_UP","D16_20",80,0.6,80,2.2,60,1.5,NA,NA,0,-1.9,60,1,40,-0.5,NA,NA,0,-2.2,0,-3.2,40,-1.6,NA,NA
"05-09 Day","RE_RANK_UP","Z21~all",87.8,1.1,82.9,3.1,73.5,2.8,NA,NA,25.4,-0.7,58,1.3,53.6,1,NA,NA,0,-1.6,11.6,-2.5,39.8,-0.5,NA,NA
"05-11 Day","NO_UP_HIGH1","A1_5",60,0.7,80,1.9,NA,NA,NA,NA,20,-0.4,40,-0.2,NA,NA,NA,NA,0,-1.3,0,-1.9,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH1","B6_10",60,1.3,80,1.3,NA,NA,NA,NA,60,-0.3,60,0,NA,NA,NA,NA,0,-1.5,0,-1.9,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH1","C11_15",100,2.9,100,3.3,NA,NA,NA,NA,60,1.4,60,1,NA,NA,NA,NA,0,-0.6,20,-0.6,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH1","D16_20",100,1.3,100,2,NA,NA,NA,NA,60,0.3,20,0.6,NA,NA,NA,NA,0,-0.7,20,-0.9,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH1","Z21~all",84.5,1.4,85.6,2.9,NA,NA,NA,NA,29.8,-0.4,58,1.2,NA,NA,NA,NA,0,-1.8,14.9,-1.9,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH16","A1_5",80,1.5,80,2.1,NA,NA,NA,NA,80,0.1,40,0.8,NA,NA,NA,NA,0,-1.4,40,-0.9,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH16","B6_10",60,0.8,80,1.6,NA,NA,NA,NA,40,-0.2,60,0.6,NA,NA,NA,NA,0,-0.9,0,-1,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH16","C11_15",40,1.8,100,4,NA,NA,NA,NA,40,0.5,80,2.1,NA,NA,NA,NA,0,-1.2,20,-0.1,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH16","D16_20",80,0.4,80,0.2,NA,NA,NA,NA,20,-1.2,40,-0.5,NA,NA,NA,NA,0,-1.5,0,-1.9,NA,NA,NA,NA
"05-11 Day","NO_UP_HIGH16","Z21~all",86.2,1.5,86.2,2.9,NA,NA,NA,NA,30.4,-0.3,56.9,1.1,NA,NA,NA,NA,0,-1.8,14.4,-2,NA,NA,NA,NA
"05-11 Day","RE_RANK","A1_5",40,0.4,60,1.4,NA,NA,NA,NA,40,-0.9,40,0.1,NA,NA,NA,NA,0,-1.7,20,-1.4,NA,NA,NA,NA
"05-11 Day","RE_RANK","B6_10",80,0.9,100,1.5,NA,NA,NA,NA,40,-0.5,20,0.1,NA,NA,NA,NA,0,-1.3,0,-1.6,NA,NA,NA,NA
"05-11 Day","RE_RANK","C11_15",80,1.4,80,3.2,NA,NA,NA,NA,60,0.1,60,1.9,NA,NA,NA,NA,0,-1.1,40,-0.5,NA,NA,NA,NA
"05-11 Day","RE_RANK","D16_20",60,0.5,80,1.6,NA,NA,NA,NA,20,-1.7,60,0,NA,NA,NA,NA,0,-2.2,20,-1.7,NA,NA,NA,NA
"05-11 Day","RE_RANK","Z21~all",86.2,1.5,86.7,2.9,NA,NA,NA,NA,30.9,-0.3,58,1.2,NA,NA,NA,NA,0,-1.7,13.8,-1.9,NA,NA,NA,NA
"05-11 Day","RE_RANK_UP","A1_5",40,0.4,60,1.4,NA,NA,NA,NA,40,-0.9,40,0.1,NA,NA,NA,NA,0,-1.7,20,-1.4,NA,NA,NA,NA
"05-11 Day","RE_RANK_UP","B6_10",80,1.5,100,2,NA,NA,NA,NA,60,0.5,40,0.7,NA,NA,NA,NA,0,-0.8,20,-0.8,NA,NA,NA,NA
"05-11 Day","RE_RANK_UP","C11_15",100,0.8,80,2.5,NA,NA,NA,NA,40,-1.2,40,1.3,NA,NA,NA,NA,0,-1.7,20,-1.3,NA,NA,NA,NA
"05-11 Day","RE_RANK_UP","D16_20",60,0.8,80,0.9,NA,NA,NA,NA,40,-0.4,40,-0.9,NA,NA,NA,NA,0,-1.2,0,-2.3,NA,NA,NA,NA
"05-11 Day","RE_RANK_UP","Z21~all",85.6,1.5,86.7,2.9,NA,NA,NA,NA,30.4,-0.3,58.6,1.2,NA,NA,NA,NA,0,-1.7,14.4,-1.9,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH1","A1_5",100,2.7,NA,NA,NA,NA,NA,NA,60,1,NA,NA,NA,NA,NA,NA,0,-0.9,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH1","B6_10",100,1.2,NA,NA,NA,NA,NA,NA,20,-1,NA,NA,NA,NA,NA,NA,0,-1.3,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH1","C11_15",100,0.8,NA,NA,NA,NA,NA,NA,40,-0.8,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH1","D16_20",100,0.4,NA,NA,NA,NA,NA,NA,20,-1,NA,NA,NA,NA,NA,NA,0,-1.4,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH1","Z21~all",93.9,1.6,NA,NA,NA,NA,NA,NA,33.7,-0.2,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH16","A1_5",100,1.6,NA,NA,NA,NA,NA,NA,20,-0.5,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH16","B6_10",80,0.6,NA,NA,NA,NA,NA,NA,0,-1.2,NA,NA,NA,NA,NA,NA,0,-1.8,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH16","C11_15",100,0.9,NA,NA,NA,NA,NA,NA,40,-1.3,NA,NA,NA,NA,NA,NA,0,-1.5,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH16","D16_20",100,2,NA,NA,NA,NA,NA,NA,60,0.5,NA,NA,NA,NA,NA,NA,0,-0.6,NA,NA,NA,NA,NA,NA
"05-15 Day","NO_UP_HIGH16","Z21~all",94.5,1.6,NA,NA,NA,NA,NA,NA,34.3,-0.2,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK","A1_5",100,0.9,NA,NA,NA,NA,NA,NA,20,-1.1,NA,NA,NA,NA,NA,NA,0,-1.9,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK","B6_10",80,1.3,NA,NA,NA,NA,NA,NA,40,-0.1,NA,NA,NA,NA,NA,NA,0,-1.4,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK","C11_15",100,1.6,NA,NA,NA,NA,NA,NA,20,-0.1,NA,NA,NA,NA,NA,NA,0,-1.1,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK","D16_20",100,1.7,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,0,-1.1,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK","Z21~all",94.5,1.6,NA,NA,NA,NA,NA,NA,34.8,-0.2,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK_UP","A1_5",100,0.9,NA,NA,NA,NA,NA,NA,20,-1.1,NA,NA,NA,NA,NA,NA,0,-1.9,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK_UP","B6_10",80,2.2,NA,NA,NA,NA,NA,NA,60,0.8,NA,NA,NA,NA,NA,NA,0,-0.8,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK_UP","C11_15",100,0.9,NA,NA,NA,NA,NA,NA,0,-0.7,NA,NA,NA,NA,NA,NA,0,-1.3,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK_UP","D16_20",100,1.5,NA,NA,NA,NA,NA,NA,20,-0.2,NA,NA,NA,NA,NA,NA,0,-1.4,NA,NA,NA,NA,NA,NA
"05-15 Day","RE_RANK_UP","Z21~all",94.5,1.6,NA,NA,NA,NA,NA,NA,34.8,-0.2,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
