"pred_day","GRP1","GRP2","ophi_A_1up_cnt","ophi_A_1up_avg","ophi_B_2_4up_cnt","ophi_B_2_4up_avg","ophi_C_5_7up_cnt","ophi_C_5_7up_avg","ophi_D_8_12up_cnt","ophi_D_8_12up_avg","opcl_A_1up_cnt","opcl_A_1up_avg","opcl_B_2_4up_cnt","opcl_B_2_4up_avg","opcl_C_5_7up_cnt","opcl_C_5_7up_avg","opcl_D_8_12up_cnt","opcl_D_8_12up_avg","oplw_A_1up_cnt","oplw_A_1up_avg","oplw_B_2_4up_cnt","oplw_B_2_4up_avg","oplw_C_5_7up_cnt","oplw_C_5_7up_avg","oplw_D_8_12up_cnt","oplw_D_8_12up_avg"
"08-21 Day","NO_UP_HIGH1","A1_5",100,0.4,100,1.2,NA,NA,NA,NA,60,0,60,0.3,NA,NA,NA,NA,0,-0.6,0,-2.9,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH1","B6_10",100,0.8,80,1.1,NA,NA,NA,NA,60,0.1,60,-0.1,NA,NA,NA,NA,0,-0.7,0,-2.6,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH1","C11_15",100,0.9,80,2.1,NA,NA,NA,NA,60,0.2,40,1.1,NA,NA,NA,NA,0,-0.5,20,-1.4,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH1","D16_20",100,0.4,100,1.9,NA,NA,NA,NA,0,-0.4,60,0.9,NA,NA,NA,NA,0,-0.8,0,-1.3,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH1","Z21~all",97.7,0.7,93.8,2.1,NA,NA,NA,NA,61.9,0.2,77.8,1.1,NA,NA,NA,NA,0,-0.7,14.2,-1.6,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH16","A1_5",100,0.5,60,1.8,NA,NA,NA,NA,40,0,40,0.9,NA,NA,NA,NA,0,-1,20,-1.4,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH16","B6_10",100,0.7,80,1.6,NA,NA,NA,NA,40,0,60,0.8,NA,NA,NA,NA,0,-0.7,20,-1.5,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH16","C11_15",100,0.6,100,2.2,NA,NA,NA,NA,75,0.2,75,1,NA,NA,NA,NA,0,-0.4,25,-0.7,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH16","D16_20",100,0.7,100,1.8,NA,NA,NA,NA,60,0.4,80,1.1,NA,NA,NA,NA,0,-0.6,0,-0.8,NA,NA,NA,NA
"08-21 Day","NO_UP_HIGH16","Z21~all",97.7,0.7,94.4,2,NA,NA,NA,NA,61,0.2,76.8,1.1,NA,NA,NA,NA,0,-0.7,13,-1.7,NA,NA,NA,NA
"08-21 Day","RE_RANK","A1_5",100,1,80,1.5,NA,NA,NA,NA,60,0.5,60,0.6,NA,NA,NA,NA,0,-0.4,0,-1.3,NA,NA,NA,NA
"08-21 Day","RE_RANK","B6_10",100,0.6,80,1.7,NA,NA,NA,NA,60,0,40,0.3,NA,NA,NA,NA,0,-0.7,20,-2.5,NA,NA,NA,NA
"08-21 Day","RE_RANK","C11_15",100,0.3,80,1.4,NA,NA,NA,NA,60,-0.1,80,0.7,NA,NA,NA,NA,0,-0.7,0,-0.9,NA,NA,NA,NA
"08-21 Day","RE_RANK","D16_20",100,0.8,100,3.7,NA,NA,NA,NA,60,0.4,80,2.7,NA,NA,NA,NA,0,-0.6,60,-0.5,NA,NA,NA,NA
"08-21 Day","RE_RANK","Z21~all",97.7,0.7,94.3,2,NA,NA,NA,NA,60.2,0.1,76.7,1,NA,NA,NA,NA,0,-0.7,12.5,-1.7,NA,NA,NA,NA
"08-21 Day","RE_RANK_UP","A1_5",100,1,80,1.5,NA,NA,NA,NA,60,0.5,60,0.6,NA,NA,NA,NA,0,-0.4,0,-1.3,NA,NA,NA,NA
"08-21 Day","RE_RANK_UP","B6_10",100,0.8,80,2.6,NA,NA,NA,NA,80,0.2,60,1.4,NA,NA,NA,NA,0,-0.8,20,-2.2,NA,NA,NA,NA
"08-21 Day","RE_RANK_UP","C11_15",100,0.3,80,1.9,NA,NA,NA,NA,60,0,80,1.3,NA,NA,NA,NA,0,-0.7,20,-0.5,NA,NA,NA,NA
"08-21 Day","RE_RANK_UP","D16_20",100,0.5,80,2,NA,NA,NA,NA,40,0,60,1,NA,NA,NA,NA,0,-0.6,40,-1.1,NA,NA,NA,NA
"08-21 Day","RE_RANK_UP","Z21~all",97.7,0.7,94.9,2,NA,NA,NA,NA,60.2,0.1,76.7,1.1,NA,NA,NA,NA,0,-0.7,12.5,-1.7,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH1","A1_5",100,0.6,100,3.3,NA,NA,NA,NA,60,0,80,2.7,NA,NA,NA,NA,0,-0.6,80,0.3,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH1","B6_10",60,0.5,100,1.9,NA,NA,NA,NA,40,-0.3,80,1.1,NA,NA,NA,NA,0,-1.1,40,-0.3,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH1","C11_15",100,0.5,75,1.2,NA,NA,NA,NA,25,-0.6,75,0.9,NA,NA,NA,NA,0,-1,25,-0.8,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH1","D16_20",100,0.6,60,0.7,NA,NA,NA,NA,40,-0.9,40,-0.4,NA,NA,NA,NA,0,-1.4,20,-2.4,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH1","Z21~all",93.2,0.6,85.3,1.5,NA,NA,NA,NA,30.5,-0.7,70.6,0.8,NA,NA,NA,NA,0,-1.3,27.1,-1.3,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH16","A1_5",100,0.6,80,1.8,NA,NA,NA,NA,0,-0.7,40,0.8,NA,NA,NA,NA,0,-1.2,20,-1.2,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH16","B6_10",60,0.3,40,0.2,NA,NA,NA,NA,20,-1.1,40,-0.4,NA,NA,NA,NA,0,-1.6,0,-1.7,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH16","C11_15",100,0.5,75,1.3,NA,NA,NA,NA,25,-0.7,50,0.7,NA,NA,NA,NA,0,-1.6,25,-1.1,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH16","D16_20",100,0.8,100,3,NA,NA,NA,NA,60,-0.2,80,1.9,NA,NA,NA,NA,0,-0.9,60,0.1,NA,NA,NA,NA
"08-22 Day","NO_UP_HIGH16","Z21~all",93.2,0.6,86.4,1.6,NA,NA,NA,NA,32.2,-0.7,72.3,0.8,NA,NA,NA,NA,0,-1.3,28.8,-1.3,NA,NA,NA,NA
"08-22 Day","RE_RANK","A1_5",100,0.5,80,1.9,NA,NA,NA,NA,20,-0.7,40,0.9,NA,NA,NA,NA,0,-1.2,40,-1,NA,NA,NA,NA
"08-22 Day","RE_RANK","B6_10",100,0.8,100,2.5,NA,NA,NA,NA,60,0,80,1.7,NA,NA,NA,NA,0,-0.5,60,0.2,NA,NA,NA,NA
"08-22 Day","RE_RANK","C11_15",100,1.1,100,3.5,NA,NA,NA,NA,80,0.6,100,2.7,NA,NA,NA,NA,0,-0.4,80,0.4,NA,NA,NA,NA
"08-22 Day","RE_RANK","D16_20",100,0.3,100,2.5,NA,NA,NA,NA,0,-0.9,80,1.5,NA,NA,NA,NA,0,-1.3,40,-0.5,NA,NA,NA,NA
"08-22 Day","RE_RANK","Z21~all",92,0.5,84.1,1.5,NA,NA,NA,NA,30.7,-0.8,69.9,0.7,NA,NA,NA,NA,0,-1.3,25.6,-1.4,NA,NA,NA,NA
"08-22 Day","RE_RANK_UP","A1_5",100,0.5,80,1.9,NA,NA,NA,NA,20,-0.7,40,0.9,NA,NA,NA,NA,0,-1.2,40,-1,NA,NA,NA,NA
"08-22 Day","RE_RANK_UP","B6_10",100,0.7,100,2.1,NA,NA,NA,NA,40,-0.1,80,1.4,NA,NA,NA,NA,0,-0.6,40,-0.1,NA,NA,NA,NA
"08-22 Day","RE_RANK_UP","C11_15",100,0.7,100,3.3,NA,NA,NA,NA,80,0.4,100,2.7,NA,NA,NA,NA,0,-0.3,80,0.7,NA,NA,NA,NA
"08-22 Day","RE_RANK_UP","D16_20",80,0.5,80,1.6,NA,NA,NA,NA,0,-1.5,80,0.4,NA,NA,NA,NA,0,-2,20,-2.1,NA,NA,NA,NA
"08-22 Day","RE_RANK_UP","Z21~all",92.6,0.6,84.7,1.5,NA,NA,NA,NA,31.2,-0.7,69.9,0.7,NA,NA,NA,NA,0,-1.3,26.7,-1.3,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH1","A1_5",100,0.7,NA,NA,NA,NA,NA,NA,20,-0.3,NA,NA,NA,NA,NA,NA,0,-0.7,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH1","B6_10",100,0.9,NA,NA,NA,NA,NA,NA,80,0.3,NA,NA,NA,NA,NA,NA,0,-0.9,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH1","C11_15",100,0.5,NA,NA,NA,NA,NA,NA,20,-0.3,NA,NA,NA,NA,NA,NA,0,-0.6,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH1","D16_20",100,0.5,NA,NA,NA,NA,NA,NA,40,-0.2,NA,NA,NA,NA,NA,NA,0,-0.8,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH1","Z21~all",93.2,0.8,NA,NA,NA,NA,NA,NA,43.2,-0.2,NA,NA,NA,NA,NA,NA,0.6,-0.8,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH16","A1_5",100,0.6,NA,NA,NA,NA,NA,NA,20,-0.1,NA,NA,NA,NA,NA,NA,0,-0.8,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH16","B6_10",80,0.5,NA,NA,NA,NA,NA,NA,40,-0.8,NA,NA,NA,NA,NA,NA,0,-1.1,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH16","C11_15",100,0.4,NA,NA,NA,NA,NA,NA,20,-1,NA,NA,NA,NA,NA,NA,0,-1.7,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH16","D16_20",100,1.6,NA,NA,NA,NA,NA,NA,60,0.4,NA,NA,NA,NA,NA,NA,0,-0.9,NA,NA,NA,NA,NA,NA
"08-24 Day","NO_UP_HIGH16","Z21~all",93.8,0.8,NA,NA,NA,NA,NA,NA,43.8,-0.2,NA,NA,NA,NA,NA,NA,0.6,-0.8,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK","A1_5",100,0.7,NA,NA,NA,NA,NA,NA,20,-0.3,NA,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK","B6_10",100,0.7,NA,NA,NA,NA,NA,NA,40,0.1,NA,NA,NA,NA,NA,NA,0,-0.7,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK","C11_15",80,0.3,NA,NA,NA,NA,NA,NA,20,-1,NA,NA,NA,NA,NA,NA,0,-1.5,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK","D16_20",100,0.4,NA,NA,NA,NA,NA,NA,40,-0.1,NA,NA,NA,NA,NA,NA,0,-0.5,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK","Z21~all",93.8,0.8,NA,NA,NA,NA,NA,NA,44.3,-0.2,NA,NA,NA,NA,NA,NA,0.6,-0.8,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK_UP","A1_5",100,0.7,NA,NA,NA,NA,NA,NA,20,-0.3,NA,NA,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK_UP","B6_10",100,0.7,NA,NA,NA,NA,NA,NA,80,0.3,NA,NA,NA,NA,NA,NA,0,-0.4,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK_UP","C11_15",100,1.3,NA,NA,NA,NA,NA,NA,40,0.3,NA,NA,NA,NA,NA,NA,0,-0.9,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK_UP","D16_20",80,0.2,NA,NA,NA,NA,NA,NA,0,-1.4,NA,NA,NA,NA,NA,NA,0,-1.9,NA,NA,NA,NA,NA,NA
"08-24 Day","RE_RANK_UP","Z21~all",93.8,0.8,NA,NA,NA,NA,NA,NA,43.8,-0.2,NA,NA,NA,NA,NA,NA,0.6,-0.8,NA,NA,NA,NA,NA,NA
