"pred_day","GRP1","GRP2","ophi_A_1up_cnt","ophi_A_1up_avg","ophi_B_2_4up_cnt","ophi_B_2_4up_avg","ophi_C_5_7up_cnt","ophi_C_5_7up_avg","ophi_D_8_12up_cnt","ophi_D_8_12up_avg","opcl_A_1up_cnt","opcl_A_1up_avg","opcl_B_2_4up_cnt","opcl_B_2_4up_avg","opcl_C_5_7up_cnt","opcl_C_5_7up_avg","opcl_D_8_12up_cnt","opcl_D_8_12up_avg","oplw_A_1up_cnt","oplw_A_1up_avg","oplw_B_2_4up_cnt","oplw_B_2_4up_avg","oplw_C_5_7up_cnt","oplw_C_5_7up_avg","oplw_D_8_12up_cnt","oplw_D_8_12up_avg"
"03-06 Day","RE_RANK_UP","C11_15",100,8,100,24.7,NA,NA,NA,NA,100,5.3,100,21.4,NA,NA,NA,NA,0,-5.1,80,1.8,NA,NA,NA,NA
"03-06 Day","RE_RANK_UP","D16_20",100,7.7,100,18.2,NA,NA,NA,NA,80,3.2,80,9.6,NA,NA,NA,NA,0,-9.8,80,-1.9,NA,NA,NA,NA
"03-06 Day","RE_RANK_UP","Z21~all",100,8.6,98.9,16.7,NA,NA,NA,NA,93.5,5.1,92.5,12,NA,NA,NA,NA,0,-6.9,72,1.2,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH1","A1_5",100,5.8,100,11.8,NA,NA,NA,NA,100,4.6,80,7.1,NA,NA,NA,NA,0,-1.2,40,-0.2,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH1","B6_10",100,3.7,100,9.6,NA,NA,NA,NA,100,2.7,100,6.3,NA,NA,NA,NA,0,-2.5,40,-0.1,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH1","C11_15",100,13.7,100,19.5,NA,NA,NA,NA,100,4.9,100,13.3,NA,NA,NA,NA,0,-5,40,-0.7,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH1","D16_20",100,8.2,100,15.1,NA,NA,NA,NA,100,6.9,100,12.9,NA,NA,NA,NA,0,-1.6,60,1.2,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH1","Z21~all",97.8,6.6,92.5,10.1,NA,NA,NA,NA,75.3,2.6,87.1,6.4,NA,NA,NA,NA,0,-3,29,-1.7,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH16","A1_5",100,14,100,16.7,NA,NA,NA,NA,100,6.7,100,9.9,NA,NA,NA,NA,0,-3.2,60,0.8,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH16","B6_10",100,3.9,100,5.1,NA,NA,NA,NA,80,1.9,60,1.8,NA,NA,NA,NA,0,-3,0,-3.3,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH16","C11_15",100,3.9,100,9.6,NA,NA,NA,NA,100,2.7,100,7.8,NA,NA,NA,NA,0,-1.7,40,0.2,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH16","D16_20",100,8.1,100,11,NA,NA,NA,NA,100,6.3,100,8.2,NA,NA,NA,NA,0,-1.6,60,1.1,NA,NA,NA,NA
"03-07 Day","NO_UP_HIGH16","Z21~all",97.8,6.7,92.5,10.9,NA,NA,NA,NA,76.3,2.7,88.2,7,NA,NA,NA,NA,0,-3.1,30.1,-1.7,NA,NA,NA,NA
"03-07 Day","RE_RANK","A1_5",100,6.2,100,8.9,NA,NA,NA,NA,100,4.8,100,6.4,NA,NA,NA,NA,0,-1.2,40,-1.1,NA,NA,NA,NA
"03-07 Day","RE_RANK","B6_10",100,12.2,100,11.5,NA,NA,NA,NA,80,3.9,60,4.2,NA,NA,NA,NA,0,-5.2,20,-1.8,NA,NA,NA,NA
"03-07 Day","RE_RANK","C11_15",100,3.7,100,9.2,NA,NA,NA,NA,100,3,100,8.1,NA,NA,NA,NA,0,-0.8,75,0.9,NA,NA,NA,NA
"03-07 Day","RE_RANK","D16_20",100,6.3,100,18.1,NA,NA,NA,NA,100,3.6,100,15.9,NA,NA,NA,NA,0,-2.5,20,-0.8,NA,NA,NA,NA
"03-07 Day","RE_RANK","Z21~all",97.9,6.7,92.6,10.6,NA,NA,NA,NA,76.6,2.8,88.3,6.6,NA,NA,NA,NA,0,-3,30.9,-1.6,NA,NA,NA,NA
"03-07 Day","RE_RANK_UP","A1_5",100,6.2,100,8.9,NA,NA,NA,NA,100,4.8,100,6.4,NA,NA,NA,NA,0,-1.2,40,-1.1,NA,NA,NA,NA
"03-07 Day","RE_RANK_UP","B6_10",100,4,100,6.6,NA,NA,NA,NA,80,2.2,60,3.3,NA,NA,NA,NA,0,-2.5,20,-2.5,NA,NA,NA,NA
"03-07 Day","RE_RANK_UP","C11_15",100,11.8,100,14,NA,NA,NA,NA,100,4.7,100,9.3,NA,NA,NA,NA,0,-3.9,60,1.4,NA,NA,NA,NA
"03-07 Day","RE_RANK_UP","D16_20",100,10.6,100,23.6,NA,NA,NA,NA,100,7.8,100,18.6,NA,NA,NA,NA,0,-2.4,25,2,NA,NA,NA,NA
"03-07 Day","RE_RANK_UP","Z21~all",97.9,6.6,92.6,10.4,NA,NA,NA,NA,76.6,2.6,88.3,6.6,NA,NA,NA,NA,0,-3,30.9,-1.7,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH1","A1_5",100,5.9,100,6.2,NA,NA,NA,NA,50,-0.7,50,-0.4,NA,NA,NA,NA,0,-5.7,0,-4.4,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH1","B6_10",80,2.5,100,5.5,NA,NA,NA,NA,60,-0.3,100,3.3,NA,NA,NA,NA,0,-4.4,0,-2.7,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH1","C11_15",100,3,50,2,NA,NA,NA,NA,25,-0.5,50,0.3,NA,NA,NA,NA,0,-4.2,0,-2.8,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH1","D16_20",80,3.7,100,3.7,NA,NA,NA,NA,40,0.7,40,0.4,NA,NA,NA,NA,0,-3.4,20,-2.4,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH1","Z21~all",96.8,4.5,81.1,6.7,NA,NA,NA,NA,51.6,1.1,64.2,3.7,NA,NA,NA,NA,0,-4.1,20,-1.7,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH16","A1_5",100,6.1,80,6.4,NA,NA,NA,NA,60,-0.5,60,1.2,NA,NA,NA,NA,0,-4.7,0,-4.2,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH16","B6_10",100,2,100,3.5,NA,NA,NA,NA,20,-0.9,40,1.3,NA,NA,NA,NA,0,-4.6,0,-2.8,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH16","C11_15",80,2.4,100,3.9,NA,NA,NA,NA,60,0.3,60,2.2,NA,NA,NA,NA,0,-3.7,20,-1.7,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH16","D16_20",100,6.5,100,5.4,NA,NA,NA,NA,100,2.8,100,4.4,NA,NA,NA,NA,0,-1.6,40,0.1,NA,NA,NA,NA
"03-08 Day","NO_UP_HIGH16","Z21~all",95.7,4.3,79.6,6.6,NA,NA,NA,NA,48.4,1,63.4,3.4,NA,NA,NA,NA,0,-4.3,18.3,-1.9,NA,NA,NA,NA
"03-08 Day","RE_RANK","A1_5",100,2.3,80,4.9,NA,NA,NA,NA,40,-1.2,60,1.9,NA,NA,NA,NA,0,-4.6,0,-3.6,NA,NA,NA,NA
"03-08 Day","RE_RANK","B6_10",100,4.9,100,4.3,NA,NA,NA,NA,40,-0.9,40,-0.6,NA,NA,NA,NA,0,-4.4,0,-3.7,NA,NA,NA,NA
"03-08 Day","RE_RANK","C11_15",66.7,3.5,100,3.5,NA,NA,NA,NA,33.3,-0.1,66.7,2.6,NA,NA,NA,NA,0,-4,33.3,-2.3,NA,NA,NA,NA
"03-08 Day","RE_RANK","D16_20",100,3.6,100,5.1,NA,NA,NA,NA,80,1.1,100,3.7,NA,NA,NA,NA,0,-3.1,0,-1.4,NA,NA,NA,NA
"03-08 Day","RE_RANK","Z21~all",95.8,4.5,80,6.6,NA,NA,NA,NA,50.5,1.1,63.2,3.5,NA,NA,NA,NA,0,-4.2,20,-1.8,NA,NA,NA,NA
"03-08 Day","RE_RANK_UP","A1_5",100,2.3,80,4.9,NA,NA,NA,NA,40,-1.2,60,1.9,NA,NA,NA,NA,0,-4.6,0,-3.6,NA,NA,NA,NA
"03-08 Day","RE_RANK_UP","B6_10",100,5.8,100,5.4,NA,NA,NA,NA,40,-0.2,60,0.8,NA,NA,NA,NA,0,-4.9,0,-3.3,NA,NA,NA,NA
"03-08 Day","RE_RANK_UP","C11_15",75,3.8,75,3.3,NA,NA,NA,NA,25,-0.4,50,0.9,NA,NA,NA,NA,0,-5.8,25,-2.5,NA,NA,NA,NA
"03-08 Day","RE_RANK_UP","D16_20",100,3.6,75,3.1,NA,NA,NA,NA,75,1.2,50,2.2,NA,NA,NA,NA,0,-1.4,25,-0.6,NA,NA,NA,NA
"03-08 Day","RE_RANK_UP","Z21~all",95.8,4.4,82.1,6.7,NA,NA,NA,NA,51.6,1.1,65.3,3.6,NA,NA,NA,NA,0,-4.2,18.9,-1.8,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH1","A1_5",100,6.5,NA,NA,NA,NA,NA,NA,80,1.9,NA,NA,NA,NA,NA,NA,0,-3.5,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH1","B6_10",100,5.7,NA,NA,NA,NA,NA,NA,80,3.9,NA,NA,NA,NA,NA,NA,0,-2.4,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH1","C11_15",100,3.6,NA,NA,NA,NA,NA,NA,80,2.4,NA,NA,NA,NA,NA,NA,0,-2.1,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH1","D16_20",100,17.1,NA,NA,NA,NA,NA,NA,80,13.4,NA,NA,NA,NA,NA,NA,0,-2.1,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH1","Z21~all",95.7,4.7,NA,NA,NA,NA,NA,NA,62.4,1.7,NA,NA,NA,NA,NA,NA,0,-2.8,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH16","A1_5",100,5.9,NA,NA,NA,NA,NA,NA,80,3.9,NA,NA,NA,NA,NA,NA,0,-2.3,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH16","B6_10",100,17.1,NA,NA,NA,NA,NA,NA,80,11.7,NA,NA,NA,NA,NA,NA,0,-3.3,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH16","C11_15",100,6.4,NA,NA,NA,NA,NA,NA,100,4.2,NA,NA,NA,NA,NA,NA,0,-2,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH16","D16_20",80,5.3,NA,NA,NA,NA,NA,NA,60,3.8,NA,NA,NA,NA,NA,NA,0,-2.5,NA,NA,NA,NA,NA,NA
"03-09 Day","NO_UP_HIGH16","Z21~all",96.8,4.6,NA,NA,NA,NA,NA,NA,62.4,1.6,NA,NA,NA,NA,NA,NA,0,-2.8,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK","A1_5",100,5.8,NA,NA,NA,NA,NA,NA,60,2.9,NA,NA,NA,NA,NA,NA,0,-2.2,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK","B6_10",100,5.6,NA,NA,NA,NA,NA,NA,80,1,NA,NA,NA,NA,NA,NA,0,-3.2,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK","C11_15",100,15.9,NA,NA,NA,NA,NA,NA,100,13.8,NA,NA,NA,NA,NA,NA,0,-2,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK","D16_20",100,8.4,NA,NA,NA,NA,NA,NA,75,5.4,NA,NA,NA,NA,NA,NA,0,-2.6,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK","Z21~all",95.7,4.6,NA,NA,NA,NA,NA,NA,62.8,1.7,NA,NA,NA,NA,NA,NA,0,-2.8,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK_UP","A1_5",100,5.8,NA,NA,NA,NA,NA,NA,60,2.9,NA,NA,NA,NA,NA,NA,0,-2.2,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK_UP","B6_10",100,5.1,NA,NA,NA,NA,NA,NA,80,0.6,NA,NA,NA,NA,NA,NA,0,-3.1,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK_UP","C11_15",100,16.4,NA,NA,NA,NA,NA,NA,100,14.2,NA,NA,NA,NA,NA,NA,0,-2.1,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK_UP","D16_20",100,2.9,NA,NA,NA,NA,NA,NA,75,1.7,NA,NA,NA,NA,NA,NA,0,-2.1,NA,NA,NA,NA,NA,NA
"03-09 Day","RE_RANK_UP","Z21~all",95.7,4.9,NA,NA,NA,NA,NA,NA,62.8,1.9,NA,NA,NA,NA,NA,NA,0,-2.8,NA,NA,NA,NA,NA,NA
