"date","coin","구성요소","가격"
"2023-05-08","1INCH","high",602
"2023-05-09","1INCH","high",565
"2023-05-10","1INCH","high",572
"2023-05-11","1INCH","high",567
"2023-05-12","1INCH","high",563
"2023-05-13","1INCH","high",565
"2023-05-14","1INCH","high",564
"2023-05-15","1INCH","high",568
"2023-05-16","1INCH","high",569
"2023-05-17","1INCH","high",566
"2023-05-18","1INCH","high",559
"2023-05-19","1INCH","high",544
"2023-05-20","1INCH","high",543
"2023-05-21","1INCH","high",543
"2023-05-22","1INCH","high",534
"2023-05-23","1INCH","high",538
"2023-05-24","1INCH","high",538
"2023-05-25","1INCH","high",530
"2023-05-26","1INCH","high",531
"2023-05-27","1INCH","high",531
"2023-05-28","1INCH","high",543
"2023-05-29","1INCH","high",542
"2023-05-30","1INCH","high",533
"2023-05-31","1INCH","high",534
"2023-06-01","1INCH","high",511
"2023-06-02","1INCH","high",510
"2023-06-03","1INCH","high",505
"2023-06-04","1INCH","high",497
"2023-06-05","1INCH","high",493
"2023-06-06","1INCH","high",444
"2023-06-07","1INCH","high",442
"2023-06-08","1INCH","high",434
"2023-06-09","1INCH","high",432
"2023-06-10","1INCH","high",426
"2023-06-11","1INCH","high",365
"2023-06-12","1INCH","high",362
"2023-06-13","1INCH","high",361
"2023-06-14","1INCH","high",363
"2023-06-15","1INCH","high",346
"2023-06-16","1INCH","high",368
"2023-06-17","1INCH","high",372
"2023-06-18","1INCH","high",373
"2023-06-19","1INCH","high",365
"2023-06-20","1INCH","high",385
"2023-06-21","1INCH","high",409
"2023-06-22","1INCH","high",413
"2023-06-23","1INCH","high",430
"2023-06-24","1INCH","high",447
"2023-06-25","1INCH","high",473
"2023-06-26","1INCH","high",444
"2023-06-27","1INCH","high",431
"2023-06-28","1INCH","high",423
"2023-06-29","1INCH","high",415
"2023-06-30","1INCH","high",434
"2023-07-01","1INCH","high",444
"2023-07-02","1INCH","high",443
"2023-07-03","1INCH","high",459
"2023-07-04","1INCH","high",453
"2023-07-05","1INCH","high",437
"2023-07-06","1INCH","high",432
"2023-07-07","1INCH","high",410
"2023-07-08","1INCH","high",413
"2023-07-09","1INCH","high",411
"2023-07-10","1INCH","high",410
"2023-07-11","1INCH","high",414
"2023-07-12","1INCH","high",448
"2023-07-13","1INCH","high",448
"2023-07-14","1INCH","high",456
"2023-07-15","1INCH","high",490
"2023-07-16","1INCH","high",578
"2023-07-17","1INCH","high",802
"2023-07-18","1INCH","high",520
"2023-07-19","1INCH","high",472
"2023-07-20","1INCH","high",441
"2023-07-21","1INCH","high",449
"2023-07-22","1INCH","high",438
"2023-07-23","1INCH","high",430
"2023-07-24","1INCH","high",425
"2023-07-25","1INCH","high",399
"2023-07-26","1INCH","high",400
"2023-07-27","1INCH","high",406
"2023-07-28","1INCH","high",403
"2023-07-29","1INCH","high",409
"2023-07-30","1INCH","high",419
"2023-07-31","1INCH","high",414
"2023-08-01","1INCH","high",417
"2023-08-02","1INCH","high",418
"2023-08-03","1INCH","high",423
"2023-08-04","1INCH","high",414
"2023-08-05","1INCH","high",405
"2023-08-06","1INCH","high",413
"2023-08-07","1INCH","high",410
"2023-08-08","1INCH","high",408
"2023-08-09","1INCH","high",409
"2023-08-10","1INCH","high",410
"2023-08-11","1INCH","high",414
"2023-08-12","1INCH","high",414
"2023-08-13","1INCH","high",416
"2023-08-14","1INCH","high",418
"2023-08-15","1INCH","high",416
"2023-08-16","1INCH","high",388
"2023-08-17","1INCH","high",368
"2023-08-18","1INCH","high",337
"2023-08-19","1INCH","high",346
"2023-08-20","1INCH","high",347
"2023-08-21","1INCH","high",344
"2023-08-22","1INCH","high",339
"2023-08-23","1INCH","high",345
"2023-08-24","1INCH","high",344
"2023-08-25","1INCH","high",343
"2023-08-26","1INCH","high",340
"2023-08-27","1INCH","high",337
"2023-08-28","1INCH","high",343
"2023-08-29","1INCH","high",356
"2023-08-30","1INCH","high",352
"2023-08-31","1INCH","high",350
"2023-09-01","1INCH","high",336
"2023-09-02","1INCH","high",325
"2023-09-03","1INCH","high",322
"2023-09-04","1INCH","high",325
"2023-09-05","1INCH","high",333
"2023-09-06","1INCH","high",340
"2023-09-07","1INCH","high",338
"2023-09-08","1INCH","high",338
"2023-09-09","1INCH","high",337
"2023-09-10","1INCH","high",335
"2023-09-11","1INCH","high",327
"2023-09-12","1INCH","high",320
"2023-09-13","1INCH","high",319
"2023-09-14","1INCH","high",331
"2023-09-15","1INCH","high",345
"2023-09-16","1INCH","high",351
"2023-09-17","1INCH","high",347
"2023-09-18","1INCH","high",345
"2023-09-19","1INCH","high",343
"2023-09-20","1INCH","high",340
"2023-09-21","1INCH","high",386
"2023-09-22","1INCH","high",358
"2023-09-23","1INCH","high",364
"2023-09-24","1INCH","high",357
"2023-09-25","1INCH","high",360
"2023-09-26","1INCH","high",366
"2023-09-27","1INCH","high",370
"2023-09-28","1INCH","high",365
"2023-09-29","1INCH","high",365
"2023-09-30","1INCH","high",369
"2023-10-01","1INCH","high",375
"2023-10-02","1INCH","high",382
"2023-10-03","1INCH","high",373
"2023-10-04","1INCH","high",352
"2023-10-05","1INCH","high",348
"2023-10-06","1INCH","high",350
"2023-10-07","1INCH","high",351
"2023-10-08","1INCH","high",354
"2023-10-09","1INCH","high",358
"2023-10-10","1INCH","high",337
"2023-10-11","1INCH","high",329
"2023-10-12","1INCH","high",331
"2023-10-13","1INCH","high",337
"2023-10-14","1INCH","high",345
"2023-10-15","1INCH","high",343
"2023-10-16","1INCH","high",349
"2023-10-17","1INCH","high",348
"2023-10-18","1INCH","high",350
"2023-10-19","1INCH","high",397
"2023-10-20","1INCH","high",346
"2023-10-21","1INCH","high",361
"2023-10-22","1INCH","high",364
"2023-10-23","1INCH","high",373
"2023-10-24","1INCH","high",388
"2023-10-25","1INCH","high",391
"2023-10-26","1INCH","high",397
"2023-10-27","1INCH","high",389
"2023-10-28","1INCH","high",396
"2023-10-29","1INCH","high",405
"2023-10-30","1INCH","high",406
"2023-10-31","1INCH","high",408
"2023-11-01","1INCH","high",432
"2023-11-02","1INCH","high",438
"2023-11-03","1INCH","high",419
"2023-11-04","1INCH","high",427
"2023-11-05","1INCH","high",479
"2023-11-06","1INCH","high",488
"2023-11-07","1INCH","high",480
"2023-11-08","1INCH","high",557
"2023-11-09","1INCH","high",517
"2023-11-10","1INCH","high",517
"2023-11-11","1INCH","high",527
"2023-11-12","1INCH","high",517
"2023-11-13","1INCH","high",516
"2023-11-14","1INCH","high",490
"2023-11-15","1INCH","high",497
"2023-11-16","1INCH","high",506
"2023-11-17","1INCH","high",510
"2023-11-18","1INCH","high",482
"2023-11-19","1INCH","high",491
"2023-11-20","1INCH","high",489
"2023-11-21","1INCH","high",492
"2023-11-22","1INCH","high",478
"2023-11-23","1INCH","high",491
"2023-11-24","1INCH","high",489
"2023-11-25","1INCH","high",505
"2023-11-26","1INCH","high",497
"2023-11-27","1INCH","high",480
"2023-11-28","1INCH","high",467
"2023-11-29","1INCH","high",462
"2023-11-30","1INCH","high",491
"2023-12-01","1INCH","high",470
"2023-12-02","1INCH","high",478
"2023-12-03","1INCH","high",479
"2023-12-04","1INCH","high",502
"2023-12-05","1INCH","high",519
"2023-12-06","1INCH","high",528
"2023-12-07","1INCH","high",535
"2023-12-08","1INCH","high",564
"2023-12-09","1INCH","high",576
"2023-12-10","1INCH","high",569
"2023-12-11","1INCH","high",552
"2023-12-12","1INCH","high",517
"2023-12-13","1INCH","high",520
"2023-12-14","1INCH","high",524
"2023-12-15","1INCH","high",524
"2023-12-16","1INCH","high",524
"2023-12-17","1INCH","high",519
"2023-12-18","1INCH","high",505
"2023-12-19","1INCH","high",502
"2023-12-20","1INCH","high",509
"2023-12-21","1INCH","high",538
"2023-12-22","1INCH","high",562
"2023-12-23","1INCH","high",579
"2023-12-24","1INCH","high",603
"2023-12-25","1INCH","high",601
"2023-12-26","1INCH","high",621
"2023-12-27","1INCH","high",616
"2023-12-28","1INCH","high",610
"2023-12-29","1INCH","high",599
"2023-12-30","1INCH","high",585
"2023-12-31","1INCH","high",589
"2024-01-01","1INCH","high",736
"2024-01-02","1INCH","high",661
"2024-01-03","1INCH","high",652
"2024-01-04","1INCH","high",685
"2024-01-05","1INCH","high",673
"2024-01-06","1INCH","high",658
"2024-01-07","1INCH","high",705
"2024-01-08","1INCH","high",598
"2024-01-09","1INCH","high",610
"2024-01-10","1INCH","high",627
"2024-01-11","1INCH","high",720
"2024-01-12","1INCH","high",711
"2024-01-13","1INCH","high",694
"2024-01-14","1INCH","high",694
"2024-01-15","1INCH","high",677
"2024-01-16","1INCH","high",655
"2024-01-17","1INCH","high",658
"2024-01-18","1INCH","high",630
"2024-01-19","1INCH","high",592
"2024-01-20","1INCH","high",587
"2024-01-21","1INCH","high",596
"2024-01-22","1INCH","high",579
"2024-01-23","1INCH","high",538
"2024-01-24","1INCH","high",528
"2024-01-25","1INCH","high",526
"2024-01-26","1INCH","high",544
"2024-01-27","1INCH","high",558
"2024-01-28","1INCH","high",561
"2024-01-29","1INCH","high",570
"2024-01-30","1INCH","high",587.1
"2024-01-31","1INCH","high",596.9
"2024-02-01","1INCH","high",540.7
"2024-02-02","1INCH","high",565.6
"2024-02-03","1INCH","high",570.3
"2024-02-04","1INCH","high",564.7
"2024-02-05","1INCH","high",560
"2024-02-06","1INCH","high",550.1
"2024-02-07","1INCH","high",562.4
"2024-02-08","1INCH","high",563.2
"2024-02-09","1INCH","high",580.1
"2024-02-10","1INCH","high",589.6
"2024-02-11","1INCH","high",592.2
"2024-02-12","1INCH","high",589.6
"2024-02-13","1INCH","high",593.5
"2024-02-14","1INCH","high",610.4
"2024-02-15","1INCH","high",644.4
"2024-02-16","1INCH","high",637.7
"2024-02-17","1INCH","high",641.1
"2024-02-18","1INCH","high",633.9
"2024-02-19","1INCH","high",646.1
"2024-02-20","1INCH","high",649.2
"2024-02-21","1INCH","high",619.8
"2024-02-22","1INCH","high",627.9
"2024-02-23","1INCH","high",692.4
"2024-02-24","1INCH","high",779.7
"2024-02-25","1INCH","high",694.3
"2024-02-26","1INCH","high",692.2
"2024-02-27","1INCH","high",680.3
"2024-02-28","1INCH","high",715.7
"2024-02-29","1INCH","high",765.2
"2024-03-01","1INCH","high",777.1
"2024-03-02","1INCH","high",815.9
"2024-03-03","1INCH","high",828
"2024-03-04","1INCH","high",865
"2024-03-05","1INCH","high",859.9
"2024-03-06","1INCH","high",915
"2024-03-07","1INCH","high",912.8
"2024-03-08","1INCH","high",894.5
"2024-03-09","1INCH","high",885.3
"2024-03-10","1INCH","high",917.6
"2024-03-11","1INCH","high",952
"2024-03-12","1INCH","high",935.2
"2024-03-13","1INCH","high",999.7
"2024-03-14","1INCH","high",983
"2024-03-15","1INCH","high",954
"2024-03-16","1INCH","high",956.8
"2024-03-17","1INCH","high",865.6
"2024-03-18","1INCH","high",868.4
"2024-03-19","1INCH","high",822.5
"2024-03-20","1INCH","high",811.2
"2024-03-21","1INCH","high",820
"2024-03-22","1INCH","high",815.4
"2024-03-23","1INCH","high",803.8
"2024-03-24","1INCH","high",820.5
"2024-03-25","1INCH","high",840.8
"2024-03-26","1INCH","high",874.6
"2024-03-27","1INCH","high",879
"2024-03-28","1INCH","high",867
"2024-03-29","1INCH","high",876.9
"2024-03-30","1INCH","high",892.6
"2024-03-31","1INCH","high",878.2
"2024-04-01","1INCH","high",896
"2024-04-02","1INCH","high",862.2
"2024-04-03","1INCH","high",811.7
"2024-04-04","1INCH","high",808.8
"2024-04-05","1INCH","high",801.9
"2024-04-06","1INCH","high",793.4
"2024-04-07","1INCH","high",823
"2024-04-08","1INCH","high",956.7
"2024-04-09","1INCH","high",878
"2024-04-10","1INCH","high",839
"2024-04-11","1INCH","high",809.8
"2024-04-12","1INCH","high",805.9
"2024-04-13","1INCH","high",707.2
"2024-04-14","1INCH","high",640
"2024-04-15","1INCH","high",656.6
"2024-04-16","1INCH","high",617
"2024-04-17","1INCH","high",604
"2024-04-18","1INCH","high",605.8
"2024-04-19","1INCH","high",638.9
"2024-04-20","1INCH","high",650.8
"2024-04-21","1INCH","high",648
"2024-04-22","1INCH","high",645.3
"2024-04-23","1INCH","high",648.1
"2024-04-24","1INCH","high",658
"2024-04-25","1INCH","high",639.1
"2024-04-26","1INCH","high",634
"2024-04-27","1INCH","high",635.9
"2024-04-28","1INCH","high",642.9
"2024-04-29","1INCH","high",617
"2024-04-30","1INCH","high",613.4
"2024-05-01","1INCH","high",571.4
"2024-05-02","1INCH","high",527.3
"2024-05-03","1INCH","high",548.3
"2024-05-04","1INCH","high",557.6
"2024-05-05","1INCH","high",557
"2024-05-06","1INCH","high",550.4
"2023-05-08","AAVE","high",92500
"2023-05-09","AAVE","high",87700
"2023-05-10","AAVE","high",88380
"2023-05-11","AAVE","high",86920
"2023-05-12","AAVE","high",85790
"2023-05-13","AAVE","high",85690
"2023-05-14","AAVE","high",85690
"2023-05-15","AAVE","high",86990
"2023-05-16","AAVE","high",85120
"2023-05-17","AAVE","high",87090
"2023-05-18","AAVE","high",91390
"2023-05-19","AAVE","high",88290
"2023-05-20","AAVE","high",87950
"2023-05-21","AAVE","high",87830
"2023-05-22","AAVE","high",86670
"2023-05-23","AAVE","high",88570
"2023-05-24","AAVE","high",87530
"2023-05-25","AAVE","high",86100
"2023-05-26","AAVE","high",87880
"2023-05-27","AAVE","high",87670
"2023-05-28","AAVE","high",92430
"2023-05-29","AAVE","high",92440
"2023-05-30","AAVE","high",90510
"2023-05-31","AAVE","high",89100
"2023-06-01","AAVE","high",85750
"2023-06-02","AAVE","high",86000
"2023-06-03","AAVE","high",85170
"2023-06-04","AAVE","high",85610
"2023-06-05","AAVE","high",83480
"2023-06-06","AAVE","high",82780
"2023-06-07","AAVE","high",81480
"2023-06-08","AAVE","high",80100
"2023-06-09","AAVE","high",79830
"2023-06-10","AAVE","high",78980
"2023-06-11","AAVE","high",70680
"2023-06-12","AAVE","high",70990
"2023-06-13","AAVE","high",73050
"2023-06-14","AAVE","high",73200
"2023-06-15","AAVE","high",69000
"2023-06-16","AAVE","high",67100
"2023-06-17","AAVE","high",68370
"2023-06-18","AAVE","high",67980
"2023-06-19","AAVE","high",68240
"2023-06-20","AAVE","high",69530
"2023-06-21","AAVE","high",72450
"2023-06-22","AAVE","high",74750
"2023-06-23","AAVE","high",76070
"2023-06-24","AAVE","high",77870
"2023-06-25","AAVE","high",112950
"2023-06-26","AAVE","high",91900
"2023-06-27","AAVE","high",88000
"2023-06-28","AAVE","high",86300
"2023-06-29","AAVE","high",90000
"2023-06-30","AAVE","high",95400
"2023-07-01","AAVE","high",94100
"2023-07-02","AAVE","high",98180
"2023-07-03","AAVE","high",98500
"2023-07-04","AAVE","high",108450
"2023-07-05","AAVE","high",106450
"2023-07-06","AAVE","high",102900
"2023-07-07","AAVE","high",99500
"2023-07-08","AAVE","high",102500
"2023-07-09","AAVE","high",98620
"2023-07-10","AAVE","high",94940
"2023-07-11","AAVE","high",97970
"2023-07-12","AAVE","high",101300
"2023-07-13","AAVE","high",101100
"2023-07-14","AAVE","high",113900
"2023-07-15","AAVE","high",105850
"2023-07-16","AAVE","high",102250
"2023-07-17","AAVE","high",102150
"2023-07-18","AAVE","high",97240
"2023-07-19","AAVE","high",94640
"2023-07-20","AAVE","high",96590
"2023-07-21","AAVE","high",98320
"2023-07-22","AAVE","high",97370
"2023-07-23","AAVE","high",94620
"2023-07-24","AAVE","high",93960
"2023-07-25","AAVE","high",93080
"2023-07-26","AAVE","high",95100
"2023-07-27","AAVE","high",97240
"2023-07-28","AAVE","high",95700
"2023-07-29","AAVE","high",96850
"2023-07-30","AAVE","high",97400
"2023-07-31","AAVE","high",93420
"2023-08-01","AAVE","high",85340
"2023-08-02","AAVE","high",88730
"2023-08-03","AAVE","high",85400
"2023-08-04","AAVE","high",88890
"2023-08-05","AAVE","high",87500
"2023-08-06","AAVE","high",87810
"2023-08-07","AAVE","high",88580
"2023-08-08","AAVE","high",88580
"2023-08-09","AAVE","high",90080
"2023-08-10","AAVE","high",92100
"2023-08-11","AAVE","high",89200
"2023-08-12","AAVE","high",88800
"2023-08-13","AAVE","high",88470
"2023-08-14","AAVE","high",88850
"2023-08-15","AAVE","high",88500
"2023-08-16","AAVE","high",87910
"2023-08-17","AAVE","high",82210
"2023-08-18","AAVE","high",77850
"2023-08-19","AAVE","high",78680
"2023-08-20","AAVE","high",78800
"2023-08-21","AAVE","high",78980
"2023-08-22","AAVE","high",76210
"2023-08-23","AAVE","high",78200
"2023-08-24","AAVE","high",79780
"2023-08-25","AAVE","high",82450
"2023-08-26","AAVE","high",77940
"2023-08-27","AAVE","high",79270
"2023-08-28","AAVE","high",79270
"2023-08-29","AAVE","high",82270
"2023-08-30","AAVE","high",80750
"2023-08-31","AAVE","high",78900
"2023-09-01","AAVE","high",76310
"2023-09-02","AAVE","high",75330
"2023-09-03","AAVE","high",75170
"2023-09-04","AAVE","high",75330
"2023-09-05","AAVE","high",75800
"2023-09-06","AAVE","high",79340
"2023-09-07","AAVE","high",76590
"2023-09-08","AAVE","high",77940
"2023-09-09","AAVE","high",77070
"2023-09-10","AAVE","high",76570
"2023-09-11","AAVE","high",73930
"2023-09-12","AAVE","high",73520
"2023-09-13","AAVE","high",73970
"2023-09-14","AAVE","high",74550
"2023-09-15","AAVE","high",75630
"2023-09-16","AAVE","high",85620
"2023-09-17","AAVE","high",82910
"2023-09-18","AAVE","high",83840
"2023-09-19","AAVE","high",86440
"2023-09-20","AAVE","high",88650
"2023-09-21","AAVE","high",89160
"2023-09-22","AAVE","high",87350
"2023-09-23","AAVE","high",87780
"2023-09-24","AAVE","high",85520
"2023-09-25","AAVE","high",84970
"2023-09-26","AAVE","high",84450
"2023-09-27","AAVE","high",85400
"2023-09-28","AAVE","high",90800
"2023-09-29","AAVE","high",91980
"2023-09-30","AAVE","high",93150
"2023-10-01","AAVE","high",97810
"2023-10-02","AAVE","high",97630
"2023-10-03","AAVE","high",95880
"2023-10-04","AAVE","high",90420
"2023-10-05","AAVE","high",98860
"2023-10-06","AAVE","high",97000
"2023-10-07","AAVE","high",93760
"2023-10-08","AAVE","high",91390
"2023-10-09","AAVE","high",89890
"2023-10-10","AAVE","high",88330
"2023-10-11","AAVE","high",87710
"2023-10-12","AAVE","high",87300
"2023-10-13","AAVE","high",88700
"2023-10-14","AAVE","high",89530
"2023-10-15","AAVE","high",88500
"2023-10-16","AAVE","high",90540
"2023-10-17","AAVE","high",88120
"2023-10-18","AAVE","high",86380
"2023-10-19","AAVE","high",89380
"2023-10-20","AAVE","high",95800
"2023-10-21","AAVE","high",95460
"2023-10-22","AAVE","high",108500
"2023-10-23","AAVE","high",116950
"2023-10-24","AAVE","high",121500
"2023-10-25","AAVE","high",116450
"2023-10-26","AAVE","high",120000
"2023-10-27","AAVE","high",109150
"2023-10-28","AAVE","high",110300
"2023-10-29","AAVE","high",116350
"2023-10-30","AAVE","high",118500
"2023-10-31","AAVE","high",115150
"2023-11-01","AAVE","high",124450
"2023-11-02","AAVE","high",140850
"2023-11-03","AAVE","high",125450
"2023-11-04","AAVE","high",124000
"2023-11-05","AAVE","high",124850
"2023-11-06","AAVE","high",134700
"2023-11-07","AAVE","high",150000
"2023-11-08","AAVE","high",142250
"2023-11-09","AAVE","high",146100
"2023-11-10","AAVE","high",136200
"2023-11-11","AAVE","high",135100
"2023-11-12","AAVE","high",133100
"2023-11-13","AAVE","high",139550
"2023-11-14","AAVE","high",128350
"2023-11-15","AAVE","high",132700
"2023-11-16","AAVE","high",138250
"2023-11-17","AAVE","high",125850
"2023-11-18","AAVE","high",119900
"2023-11-19","AAVE","high",122400
"2023-11-20","AAVE","high",123800
"2023-11-21","AAVE","high",123700
"2023-11-22","AAVE","high",128200
"2023-11-23","AAVE","high",135000
"2023-11-24","AAVE","high",133900
"2023-11-25","AAVE","high",136100
"2023-11-26","AAVE","high",138200
"2023-11-27","AAVE","high",133000
"2023-11-28","AAVE","high",139000
"2023-11-29","AAVE","high",131800
"2023-11-30","AAVE","high",132050
"2023-12-01","AAVE","high",136400
"2023-12-02","AAVE","high",139800
"2023-12-03","AAVE","high",141450
"2023-12-04","AAVE","high",140700
"2023-12-05","AAVE","high",136200
"2023-12-06","AAVE","high",136900
"2023-12-07","AAVE","high",136200
"2023-12-08","AAVE","high",138000
"2023-12-09","AAVE","high",142300
"2023-12-10","AAVE","high",137500
"2023-12-11","AAVE","high",134500
"2023-12-12","AAVE","high",129800
"2023-12-13","AAVE","high",131500
"2023-12-14","AAVE","high",147000
"2023-12-15","AAVE","high",169800
"2023-12-16","AAVE","high",151200
"2023-12-17","AAVE","high",144600
"2023-12-18","AAVE","high",138100
"2023-12-19","AAVE","high",146250
"2023-12-20","AAVE","high",143150
"2023-12-21","AAVE","high",138700
"2023-12-22","AAVE","high",139700
"2023-12-23","AAVE","high",138300
"2023-12-24","AAVE","high",141700
"2023-12-25","AAVE","high",141150
"2023-12-26","AAVE","high",146800
"2023-12-27","AAVE","high",150900
"2023-12-28","AAVE","high",172700
"2023-12-29","AAVE","high",164550
"2023-12-30","AAVE","high",158000
"2023-12-31","AAVE","high",159400
"2024-01-01","AAVE","high",154850
"2024-01-02","AAVE","high",159100
"2024-01-03","AAVE","high",150750
"2024-01-04","AAVE","high",142550
"2024-01-05","AAVE","high",146450
"2024-01-06","AAVE","high",139300
"2024-01-07","AAVE","high",135800
"2024-01-08","AAVE","high",135000
"2024-01-09","AAVE","high",133350
"2024-01-10","AAVE","high",150000
"2024-01-11","AAVE","high",162700
"2024-01-12","AAVE","high",156550
"2024-01-13","AAVE","high",148050
"2024-01-14","AAVE","high",146050
"2024-01-15","AAVE","high",141250
"2024-01-16","AAVE","high",154300
"2024-01-17","AAVE","high",143050
"2024-01-18","AAVE","high",139950
"2024-01-19","AAVE","high",134800
"2024-01-20","AAVE","high",136200
"2024-01-21","AAVE","high",136400
"2024-01-22","AAVE","high",134250
"2024-01-23","AAVE","high",129350
"2024-01-24","AAVE","high",125200
"2024-01-25","AAVE","high",123900
"2024-01-26","AAVE","high",126300
"2024-01-27","AAVE","high",127500
"2024-01-28","AAVE","high",128750
"2024-01-29","AAVE","high",128350
"2024-01-30","AAVE","high",130500
"2024-01-31","AAVE","high",128200
"2024-02-01","AAVE","high",118800
"2024-02-02","AAVE","high",118800
"2024-02-03","AAVE","high",119550
"2024-02-04","AAVE","high",118100
"2024-02-05","AAVE","high",118000
"2024-02-06","AAVE","high",117400
"2024-02-07","AAVE","high",116400
"2024-02-08","AAVE","high",118000
"2024-02-09","AAVE","high",123000
"2024-02-10","AAVE","high",120550
"2024-02-11","AAVE","high",121250
"2024-02-12","AAVE","high",122200
"2024-02-13","AAVE","high",122500
"2024-02-14","AAVE","high",124850
"2024-02-15","AAVE","high",128000
"2024-02-16","AAVE","high",131300
"2024-02-17","AAVE","high",131250
"2024-02-18","AAVE","high",131400
"2024-02-19","AAVE","high",135450
"2024-02-20","AAVE","high",134500
"2024-02-21","AAVE","high",130600
"2024-02-22","AAVE","high",130150
"2024-02-23","AAVE","high",142700
"2024-02-24","AAVE","high",145600
"2024-02-25","AAVE","high",140500
"2024-02-26","AAVE","high",142500
"2024-02-27","AAVE","high",145600
"2024-02-28","AAVE","high",149950
"2024-02-29","AAVE","high",160700
"2024-03-01","AAVE","high",155800
"2024-03-02","AAVE","high",166500
"2024-03-03","AAVE","high",176700
"2024-03-04","AAVE","high",161350
"2024-03-05","AAVE","high",173100
"2024-03-06","AAVE","high",180700
"2024-03-07","AAVE","high",188650
"2024-03-08","AAVE","high",196750
"2024-03-09","AAVE","high",189300
"2024-03-10","AAVE","high",186850
"2024-03-11","AAVE","high",202900
"2024-03-12","AAVE","high",194250
"2024-03-13","AAVE","high",233950
"2024-03-14","AAVE","high",207300
"2024-03-15","AAVE","high",203500
"2024-03-16","AAVE","high",190600
"2024-03-17","AAVE","high",188800
"2024-03-18","AAVE","high",188200
"2024-03-19","AAVE","high",182400
"2024-03-20","AAVE","high",178250
"2024-03-21","AAVE","high",181850
"2024-03-22","AAVE","high",181500
"2024-03-23","AAVE","high",180550
"2024-03-24","AAVE","high",181150
"2024-03-25","AAVE","high",184450
"2024-03-26","AAVE","high",188400
"2024-03-27","AAVE","high",188400
"2024-03-28","AAVE","high",183000
"2024-03-29","AAVE","high",185450
"2024-03-30","AAVE","high",184500
"2024-03-31","AAVE","high",182100
"2024-04-01","AAVE","high",188600
"2024-04-02","AAVE","high",187050
"2024-04-03","AAVE","high",173000
"2024-04-04","AAVE","high",172850
"2024-04-05","AAVE","high",169700
"2024-04-06","AAVE","high",175500
"2024-04-07","AAVE","high",176200
"2024-04-08","AAVE","high",184750
"2024-04-09","AAVE","high",190400
"2024-04-10","AAVE","high",186000
"2024-04-11","AAVE","high",189000
"2024-04-12","AAVE","high",171150
"2024-04-13","AAVE","high",148800
"2024-04-14","AAVE","high",134700
"2024-04-15","AAVE","high",136500
"2024-04-16","AAVE","high",133850
"2024-04-17","AAVE","high",131500
"2024-04-18","AAVE","high",127700
"2024-04-19","AAVE","high",129550
"2024-04-20","AAVE","high",134800
"2024-04-21","AAVE","high",136300
"2024-04-22","AAVE","high",141250
"2024-04-23","AAVE","high",141600
"2024-04-24","AAVE","high",140200
"2024-04-25","AAVE","high",133400
"2024-04-26","AAVE","high",131900
"2024-04-27","AAVE","high",133800
"2024-04-28","AAVE","high",133950
"2024-04-29","AAVE","high",131550
"2024-04-30","AAVE","high",129500
"2024-05-01","AAVE","high",120500
"2024-05-02","AAVE","high",121350
"2024-05-03","AAVE","high",126650
"2024-05-04","AAVE","high",127400
"2024-05-05","AAVE","high",127150
"2024-05-06","AAVE","high",126800
"2023-05-08","ADA","high",508
"2023-05-09","ADA","high",497
"2023-05-10","ADA","high",501
"2023-05-11","ADA","high",496
"2023-05-12","ADA","high",503
"2023-05-13","ADA","high",504
"2023-05-14","ADA","high",505
"2023-05-15","ADA","high",508
"2023-05-16","ADA","high",499
"2023-05-17","ADA","high",510
"2023-05-18","ADA","high",512
"2023-05-19","ADA","high",504
"2023-05-20","ADA","high",496
"2023-05-21","ADA","high",494
"2023-05-22","ADA","high",501
"2023-05-23","ADA","high",499
"2023-05-24","ADA","high",496
"2023-05-25","ADA","high",491
"2023-05-26","ADA","high",492
"2023-05-27","ADA","high",491
"2023-05-28","ADA","high",511
"2023-05-29","ADA","high",515
"2023-05-30","ADA","high",512
"2023-05-31","ADA","high",508
"2023-06-01","ADA","high",502
"2023-06-02","ADA","high",504
"2023-06-03","ADA","high",502
"2023-06-04","ADA","high",505
"2023-06-05","ADA","high",502
"2023-06-06","ADA","high",472
"2023-06-07","ADA","high",466
"2023-06-08","ADA","high",437
"2023-06-09","ADA","high",427
"2023-06-10","ADA","high",389
"2023-06-11","ADA","high",370
"2023-06-12","ADA","high",377
"2023-06-13","ADA","high",378
"2023-06-14","ADA","high",363
"2023-06-15","ADA","high",350
"2023-06-16","ADA","high",350
"2023-06-17","ADA","high",359
"2023-06-18","ADA","high",353
"2023-06-19","ADA","high",345
"2023-06-20","ADA","high",354
"2023-06-21","ADA","high",377
"2023-06-22","ADA","high",399
"2023-06-23","ADA","high",400
"2023-06-24","ADA","high",396
"2023-06-25","ADA","high",406
"2023-06-26","ADA","high",388
"2023-06-27","ADA","high",383
"2023-06-28","ADA","high",379
"2023-06-29","ADA","high",370
"2023-06-30","ADA","high",399
"2023-07-01","ADA","high",392
"2023-07-02","ADA","high",391
"2023-07-03","ADA","high",395
"2023-07-04","ADA","high",398
"2023-07-05","ADA","high",390
"2023-07-06","ADA","high",387
"2023-07-07","ADA","high",378
"2023-07-08","ADA","high",388
"2023-07-09","ADA","high",387
"2023-07-10","ADA","high",384
"2023-07-11","ADA","high",386
"2023-07-12","ADA","high",387
